Unnamed: 0 (2),codehydro,nom,courdo,mnemo,comment,codesitehydro3,Site,Name_station,Geometry,File_location,Commentaire,start_day_2015,end_day_2015,duration_2015,minima_day_2015,minima_value_2015,minima_norm_all_2015,integral_2015,integral_norm_year_2015,integral_norm_all_2015,start_day_2016,end_day_2016,duration_2016,minima_day_2016,minima_value_2016,minima_norm_all_2016,integral_2016,integral_norm_year_2016,integral_norm_all_2016,start_day_2017,end_day_2017,duration_2017,minima_day_2017,minima_value_2017,minima_norm_all_2017,integral_2017,integral_norm_year_2017,integral_norm_all_2017,start_day_2018,end_day_2018,duration_2018,minima_day_2018,minima_value_2018,minima_norm_all_2018,integral_2018,integral_norm_year_2018,integral_norm_all_2018,start_day_2019,end_day_2019,duration_2019,minima_day_2019,minima_value_2019,minima_norm_all_2019,integral_2019,integral_norm_year_2019,integral_norm_all_2019,start_day_2020,end_day_2020,duration_2020,minima_day_2020,minima_value_2020,minima_norm_all_2020,integral_2020,integral_norm_year_2020,integral_norm_all_2020,start_day_2021,end_day_2021,duration_2021,minima_day_2021,minima_value_2021,minima_norm_all_2021,integral_2021,integral_norm_year_2021,integral_norm_all_2021,start_day_2022,end_day_2022,duration_2022,minima_day_2022,minima_value_2022,minima_norm_all_2022,integral_2022,integral_norm_year_2022,integral_norm_all_2022,start_day_2023,end_day_2023,duration_2023,minima_day_2023,minima_value_2023,minima_norm_all_2023,integral_2023,integral_norm_year_2023,integral_norm_all_2023,start_day_2024,end_day_2024,duration_2024,minima_day_2024,minima_value_2024,minima_norm_all_2024,integral_2024,integral_norm_year_2024,integral_norm_all_2024,start_day_2025,end_day_2025,duration_2025,minima_day_2025,minima_value_2025,minima_norm_all_2025,integral_2025,integral_norm_year_2025,integral_norm_all_2025,start_day _ 2015,end_day _ 2015,duration _ 2015,minima_day _ 2015,minima_value _ 2015,minima_norm_all _ 2015,integral _ 2015,integral_norm_year _ 2015,integral_norm_all _ 2015,start_day _ 2016,end_day _ 2016,duration _ 2016,minima_day _ 2016,minima_value _ 2016,minima_norm_all _ 2016,integral _ 2016,integral_norm_year _ 2016,integral_norm_all _ 2016,start_day _ 2017,end_day _ 2017,duration _ 2017,minima_day _ 2017,minima_value _ 2017,minima_norm_all _ 2017,integral _ 2017,integral_norm_year _ 2017,integral_norm_all _ 2017,start_day _ 2018,end_day _ 2018,duration _ 2018,minima_day _ 2018,minima_value _ 2018,minima_norm_all _ 2018,integral _ 2018,integral_norm_year _ 2018,integral_norm_all _ 2018,start_day _ 2019,end_day _ 2019,duration _ 2019,minima_day _ 2019,minima_value _ 2019,minima_norm_all _ 2019,integral _ 2019,integral_norm_year _ 2019,integral_norm_all _ 2019,start_day _ 2020,end_day _ 2020,duration _ 2020,minima_day _ 2020,minima_value _ 2020,minima_norm_all _ 2020,integral _ 2020,integral_norm_year _ 2020,integral_norm_all _ 2020,start_day _ 2021,end_day _ 2021,duration _ 2021,minima_day _ 2021,minima_value _ 2021,minima_norm_all _ 2021,integral _ 2021,integral_norm_year _ 2021,integral_norm_all _ 2021,start_day _ 2022,end_day _ 2022,duration _ 2022,minima_day _ 2022,minima_value _ 2022,minima_norm_all _ 2022,integral _ 2022,integral_norm_year _ 2022,integral_norm_all _ 2022,start_day _ 2023,end_day _ 2023,duration _ 2023,minima_day _ 2023,minima_value _ 2023,minima_norm_all _ 2023,integral _ 2023,integral_norm_year _ 2023,integral_norm_all _ 2023,start_day _ 2024,end_day _ 2024,duration _ 2024,minima_day _ 2024,minima_value _ 2024,minima_norm_all _ 2024,integral _ 2024,integral_norm_year _ 2024,integral_norm_all _ 2024,start_day _ 2025,end_day _ 2025,duration _ 2025,minima_day _ 2025,minima_value _ 2025,minima_norm_all _ 2025,integral _ 2025,integral_norm_year _ 2025,integral_norm_all _ 2025,Unnamed: 0 (1),nosta,xlambert,ylambert,pk,bv,type,nogest,module,qrefetiage,qix2,qix5,qix10,datemaj,typemes,cotedebordement,coteseuil,nomcommune,inseecommune,ngfechelle,dateenregistrement,datecreation,synchronisation,region,Unnamed: 0,Surface_bv..km..,Altitude..m.,en_service,Start.Year,End.Year,X..of.data.points,X..of.positive.points,average.of.data.points,X..of.singular.years,condition,over_15points,over_2years,negative_average,no_postive_points,Surface_bv..km...1,Altitude..m..1,Start.Year.1,End.Year.1,X..of.data.points.1,X..of.positive.points.1,average.of.data.points.1,X..of.singular.years.1
A782101001,A7821010,NOMENY,la seille,NOME,Affiner la côte échelle seuil noyé (passage du contrôle seuil au contrôle chenal) + débordement (lit mineur/majeur) sans herbe,A7821010,A7821010,La Seille à Nomeny,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.227787793413984, 48.88827114368155]}",Correction_data/A782101001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,324,182,262,-100,0.25,-8.6832e+08,8.6832e+06,2.1708e+06,181,315,134,245,-80,0.2,-5.32224e+08,6.6528e+06,1.33056e+06,136,365,229,193,-50,0.125,-4.79505e+08,9.5901e+06,1.19876e+06,100,337,237,157,-80,0.2,-8.23593e+08,1.02949e+07,2.05898e+06,86,294,208,177,-90,0.225,-9.96192e+08,1.10688e+07,2.49048e+06,134,336,202,162,-100,0.25,-1.01136e+09,1.01136e+07,2.52839e+06,125,195,70,175,-110,0.275,-3.50784e+08,3.18895e+06,876960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,60,885459,2.43938e+06,,925,S,114570,7.7,1.1,56,81,97,2002-06-21 00:00:00,0,200,50,,,18066,2017-09-27 10:57:00,?,,Moselle,60,925,181,True,2015,2050,115,0,-0.0723652,12,,,,,,,,,,,,,
A735201001,A7352010,ONVILLE,le rupt de mad,ONVI,,,A7352010,Le Rupt de Mad à Onville,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.96185355143439, 49.0125450473669]}",Correction_data/A735201001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,324,175,260,-100,0.588235,-8.46288e+08,8.46288e+06,4.97816e+06,77,330,253,181,-170,1,-2.08579e+09,1.22694e+07,1.22694e+07,74,365,291,136,-90,0.529412,-7.36137e+08,8.1793e+06,4.33022e+06,,,,,,,,,,86,346,260,177,-150,0.882353,-1.3932e+09,9.288e+06,8.19529e+06,122,266,144,188,-200,1.17647,-9.62064e+08,4.81032e+06,5.6592e+06,153,341,188,175,-140,0.823529,-1.45066e+09,1.03618e+07,8.53327e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,61,,,,358,S,114570,3.3,0.41,40,59,71,?,,,,,,,2016-07-27 16:05:00,?,,Moselle,31,358,184,True,1986,2050,284,0,-0.0695246,33,,,,,,,,,,,,,
A800621001,A8006210,MORGEMOULIN,le ruisseau de vaux,MORG,,,A8006210,Le Ru de Vaux à Morgemoulin,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.58187046598603, 49.23443942154869]}",Correction_data/A800621001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,324,219,266,-50,0.571429,-5.13401e+08,1.0268e+07,5.86744e+06,92,243,151,210,-30,0.342857,-2.5488e+08,8.496e+06,2.91291e+06,,,,,,,,,,163,254,91,190,-10,0.114286,-3.9312e+07,3.9312e+06,449280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,81,,,,42.3,S,114570,0.385,0.022,7.4,10,12,1998-02-16 00:00:00,,,,,,,2016-06-09 13:30:00,?,,Moselle,42,42,208,True,2015,2050,18,0,-0.0166667,5,,,,,,,,,,,,,
A983201001,A9832010,FAULQUEMONT,la nied allemande,FAUL,les coordonnees lambert sont faite avec le gps maison  z=224,,A9832010,La Nied Allemande à Faulquemont,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.614249750411094, 49.046535876632745]}",Correction_data/A983201001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,324,245,208,-420,1.06061,-6.19013e+09,1.47384e+07,1.56316e+07,167,328,161,279,-310,0.782828,-2.52176e+09,8.13471e+06,6.36808e+06,95,331,236,235,-450,1.13636,-2.62452e+09,5.83227e+06,6.62758e+06,131,309,178,156,-80,0.20202,-8.10095e+08,1.01262e+07,2.0457e+06,92,346,254,235,-95,0.239899,-1.2922e+09,1.36021e+07,3.26313e+06,134,330,196,281,-50,0.126263,-5.86891e+08,1.17378e+07,1.48205e+06,146,348,202,189,-252,0.636364,-1.63382e+09,6.48342e+06,4.12581e+06,62,110,48,102,-70,0.176768,-1.4319e+08,2.04557e+06,361591,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,84,912828,2.45844e+06,,187,S,114570,1.92,0.12,18,25,29,2002-06-21 00:00:00,0,,,,,,2016-07-08 13:32:00,?,,Moselle,55,187,242,True,1985,2050,383,0,-0.122731,37,,,,,,,,,,,,,
A973121001,A9731210,ANCERVILLE,la nied française,ANCE,,A9731210,A9731210,La Nied [Française] à Ancerville,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.383258016531421, 49.02861695982086]}",Correction_data/A973121001.csv,Végétation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,324,245,208,-330,0.993976,-4.64227e+09,1.40675e+07,1.39827e+07,172,328,156,231,-240,0.722892,-1.7932e+09,7.47165e+06,5.40119e+06,123,331,208,173,-320,0.963855,-3.18101e+09,9.94067e+06,9.58136e+06,108,337,229,200,-430,1.29518,-5.18047e+09,1.20476e+07,1.56038e+07,92,346,254,249,-270,0.813253,-4.17269e+09,1.54544e+07,1.25683e+07,134,330,196,183,-300,0.903614,-3.25382e+09,1.08461e+07,9.80067e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,112,,,,,S,114570,2.5,0.34,29,43,52,?,,,,,,,2022-04-04 14:08:00,?,,Moselle,27,331,218,True,2003,2050,215,0,-0.140698,24,,,,,,,,,,,,,
A523011001,A5230110,BEGNÉCOURT (HEUCHELOUP),le madon,HEUC,Altitude estimée avec BD Topo : 288m,A5230110,A5230110,Le Madon à Begnécourt [Moulin d'Heucheloup],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.149771692944951, 48.21399875891455]}",Correction_data/A523011001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,324,193,209,-100,0.982801,-9.95644e+08,9.95644e+06,9.7852e+06,,,,,,,,,,91,314,223,192,-110,1.08108,-1.33871e+09,1.21701e+07,1.31569e+07,,,,,,,,,,163,295,132,234,-80,0.786241,-6.6744e+08,8.343e+06,6.55961e+06,122,273,151,203,-80,0.786241,-5.2272e+08,6.534e+06,5.1373e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,301,883330,2.36408e+06,,173.2,S,114570,2.5,0.28,62,,,2010-02-05 15:27:00,0,,,BEGNECOURT,88047,,2016-05-17 15:36:00,2009-07-28 10:06:00,,Moselle,35,171,288,True,2015,2050,48,0,-0.0379167,9,,,,,,,,,,,,,
A643112002,A6431118,BLÂMONT [AMONT],la vezouze,BLÂA,Capteur amont situé à environ 30m à l'amont de la station de Blâmont.,A6431120,A6431120,La Vezouze à Blâmont - amont,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.843861080335643, 48.58804878800964]}",Correction_data/A643112002.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,366,298,179,-80,1.10345,-7.26499e+08,9.08124e+06,1.00207e+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,307,932505,2.40837e+06,,113,S,114573,1.57,0.46,16,24,29,?,0,,,BLAMONT,,,2016-07-05 10:42:00,2010-03-09 15:44:00,,Moselle,50,114,265,True,2009,2024,32,0,-0.0308125,8,,,,,,,,,,,,,
A788101002,A7881020,METZ PONT LOTHAIRE AMONT,Seille,MPLOAMONT,Seconde station de Metz Pont Lothaire. Capteur radar sur potence qui mesure à l'amont du nouveau pont construit en 2015. Nouvelle échelle associée. CT à construire.,A7881010,A7881010,La Seille à Metz - Pont Lothaire amont,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [6.188151566531442, 49.10077426212024]}",Correction_data/A788101002.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,245,81,188,-30,0.191693,-1.37808e+08,4.5936e+06,880562,153,243,90,209,-140,0.894569,-5.80608e+08,4.1472e+06,3.70996e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,319,881399,2.4628e+06,,1280,S,114582,9.76,1.2,73,100,120,?,0,,,,,16354,2019-08-08 15:29:00,2015-11-24 17:13:00,,Moselle,75,1280,163,True,2020,2050,33,0,-0.0448788,6,,,,,,,,,,,,,
A350010001,A3501010,DRUSENHEIM,MODER,A3501010,"
adresse:passerelle de la MODER
67410- DRUSENHEIM
plan cadastrale: section 6; parcelle 304; propriétaire du terrain : la commune de DRUSENHEIM

Zéro de l'échelle: 119.406 NGF69 nivelée le 23/07/2002 ; rive droite

ALCYR: CYR2 V23 N° 011012 installée le 13/11/2002
MODEM RTC TEL: 03 88 53 43 38 
PARAFOUDRE type:

sonde paratronnic:2912-4
pleine échelle 4m L= 15m Température de réglage 14°
COURANT 4-20 
Station modernisée en 2007: CPL + LPN/8 + MODEM ETIC TEL: 03 88 53 43 38 

Jaugeages au saumon effectués sur le pont de la D 468; LAMBERT X = 1012-170 ; Y =1133-120

Responsable et gestionnaire de la station: Guillaume PHILIPPS

SECURITE:
Le véhicule se gare sans danger sur la rampe d'accés des canoës.
L'accès à la station ne pose pas de problème.

Jaugeage au moulinet:
Pas de problèmes spécifiques la section est relativement régulière.

Jaugeage au saumon:
Possible à partir du pont de la D468 situé en amont de la station.

Jaugeage avec le STREAM-PRO méthode ADCP.
Possible à partir de la passerelle.

RECOMMANDATIONS:
Jaugeage au moulinet: pour accéder à la rivière, il y a risque de chute en cas de glissade sur le talus.
Jaugeage au SAUMON, mettre en oeuvre le chantier mobile et les EPI. 
Jaugeage STREAM PRO sans dangers spécifiques à partir de la passerelle.

",A3500100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,348,199,170,-120,0.428571,-5.04965e+08,4.20804e+06,1.80345e+06,121,317,196,247,-198,0.707143,-2.03477e+09,1.02766e+07,7.26704e+06,121,335,214,244,-80,0.285714,-9.00568e+08,1.12571e+07,3.21632e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,273,152,215,-75,0.267857,-6.45197e+08,8.60263e+06,2.30428e+06,,,,,,,,,,145,306,161,284,-310,1.10714,-7.8696e+08,2.53858e+06,2.81057e+06,161,305,144,198,-60,0.214286,-4.81626e+08,8.02711e+06,1.72009e+06,17,18,1012.22,1133.12,979.43,1552,S,115680,,,,,,2005-05-06 00:00:00,10,,,,,,2016-02-04 13:54:00,?,,67,,,,,,,,,,,,,,,,,,,,,,,
A907105050,A9091060,DIEDENDORF,SARRE,DIED,"Les PK ont été vérifiés en mars 2010 via la BD Carthage.
La superficie du Bassin Versant a été vérifié via l'outil décli,c compatible avec la BD Carthage, en mars 2010.",A9071050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,337,282,62,-108,1,-1.85332e+09,1.71604e+07,1.71604e+07,,,,,,,,,,60,345,285,233,-95,0.87963,-1.38359e+09,1.45641e+07,1.2811e+07,,,,,,,,,,91,365,274,210,-116,1.07407,-1.53593e+09,1.32408e+07,1.42216e+07,,,,,,,,,,91,335,244,196,-99,0.916667,-1.0931e+09,1.10414e+07,1.01213e+07,,,,,,,,,,133,335,202,192,-82,0.759259,-1.14128e+09,1.39181e+07,1.05674e+07,138,142,4,138,-250,2.31481,-4.32e+07,172800,400000,77,305,228,184,-90,0.833333,-1.18909e+09,1.32121e+07,1.10101e+07,906,4,946.096,2441.39,817.51,732.51,S,115680,7.34,1.58,111,167,204,2009-11-26 16:09:00,0,,,,,,2023-07-05 15:54:00,?,,Sarre,,,,,,,,,,,,,,,,,,,,,,,
A909106050,A9091050,KESKASTEL,SARRE,KESK,"Le PK a été vérifié en mars 2010 via la BD Carthage.
La superficie du Bassin Versant a été vérifiée via l'outil déclic compatible avec la BD Carthage, en mars 2010.",A9091060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,334,327,197,-80,0.86815,-9.18414e+08,1.14802e+07,9.96651e+06,,,,,,,,,,149,327,178,318,-113,1.22626,-4.23698e+08,3.74954e+06,4.59792e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,322,175,287,-70,0.759631,-5.92837e+08,8.4691e+06,6.43339e+06,145,335,190,193,-50,0.542594,-4.96471e+08,9.92942e+06,5.38764e+06,116,332,216,180,-89,0.965817,-9.44667e+08,1.06142e+07,1.02514e+07,138,142,4,138,-370,4.01519,-9.5904e+07,259200,1.04074e+06,130,305,175,184,-35,0.379816,-3.50463e+08,1.00132e+07,3.80318e+06,908,6,944.301,2451.59,838.08,879.45,S,115680,8.92,1.65,110,161,195,2009-11-26 16:12:00,0,,,,,,2023-07-05 15:55:00,?,,Sarre,,,,,,,,,,,,,,,,,,,,,,,
A926000101,A9352050,OERMINGEN,EICHEL,OERM,"Les PK ont été vérifiés en mars 2010 via la BD Carthage.
La superficie du Bassin Versant a été vérifié via l'outil décli,c compatible avec la BD Carthage, en mars 2010.",A9260001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,345,259,212,-163,1.00742,-1.88881e+09,1.15878e+07,1.16738e+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,306,219,201,-51,0.315204,-5.02055e+08,9.84422e+06,3.10294e+06,138,247,109,150,-53,0.327565,-3.64565e+08,6.87858e+06,2.25318e+06,,,,,,,,,,910,8,950.77,2455.4,994.94,276.84,S,367670,,0.378,,,81,2009-11-26 16:15:00,0,,,,,,2024-08-27 16:45:00,?,,Sarre,,,,,,,,,,,,,,,,,,,,,,,
