nosta,codehydro,nom,courdo,xlambert,ylambert,pk,bv,type,nogest,module,qrefetiage,qix2,qix5,qix10,mnemo,comment,datemaj,typemes,nomcommune,inseecommune,ngfechelle,dateenregistrement,datecreation,cotedebordement,coteseuil,codehydro3,codesitehydro3,synchronisation
382,"K1084020","BENISSON DIEU","la teyssonne",780386,6561712,,,"S","430450",0.843,0.029,14.3,21.3,26,"K1084020","Mise à jour des débits caractéristiques le 02/05/2025",,,,,,"05/02/25 15:14:00","06/05/14 15:46:00",,,"K108402001","K1084020",1
383,"H0000000","CHATEAU LANDON [JP]","fuzain",,,,,"V","430450",,,,,,"H000000","Jaugeages ponctuels",,,,,,"04/02/25 14:16:00","08/14/14 14:14:00",,,,,
384,"K1914510","FERMETE","L'Ixeure",,,,,"S","117210",,,,,,"K1914510",,,"00",,,,"02/25/16 15:07:00","09/11/14 14:21:00",,,"K191451001","K1914510",1
388,"K6373030","MENETREOL-SUR-SAULDRE","La Petite Sauldre",597.62,2271.89,,318,"S","430450",3.2,0.51,40.8,55.7,65.59999999999999,"MENETREOL","MENETREOL SUR SAULDRE:  la petite Sauldre

13/04/2015   Création d'une nouvelle station suite au déplacement de l'échelle.
                    Station située 15m à l'aval de la précédente.

MISE A JOUR DEBITS CARACTERISTIQUE LE 02/05/2025.",,,"MENETREOL-SUR-SAULDRE","18147",,"05/02/25 09:52:00","04/13/15 14:39:00",,,"K637302002","K6373020",1
389,"K0114030","CHADRON (COLEMPCE BAS)","LA GAZEILLE",773821,6428598,,,"S","430450",,,48.5,109,149,"K0114030",,,,,,69705,"04/19/25 10:34:00","06/11/15 14:39:00",,,"K011403001","K0114030",
390,"K2254010","SAUGUES","SEUGE",,,,,"S","430450",,,,,,"K2254010","Fourni par la DREAL auvergne pour corrélation de données",,"00",,,92700,"04/18/24 15:41:00","07/31/15 14:34:00",,,"K225401001","K2254010",
391,"K4466410","MER [HS]","Tronne",588.308,6733.611,,,"S","430450",,,,,,"K4466410","Jaugeages ponctuels
03/12/2013: installation d'une échelle limnimétrique à l'aplomb RG du pont, en projet d'installer une station hydrometrique (projet non abouti).","12/23/15 11:39:00",,,,,"04/18/25 08:33:00",,,,"K446641001","K4466410",1
392,"M1124812","MEE [LA MOTTERAYE]","Aigre",579.893,6765.845,,,"V","430450",,,,,,"M1124812",,"12/23/15 11:38:00",,"LE MEE","28241",,"12/23/15 11:38:00","09/01/11 15:38:00",,,,"M1124812",
395,"K0410310","TENCE [LEVEE MORIN]","LIGNON DU VELAY",800231,6449798,,,"S","430450",,,,,,"K0410310","Coordonnées en Lambert 93",,"00",,,,"03/23/16 15:43:00","03/23/16 15:41:00",,,"K041031001","K0410310",
396,"K4790000","LIGNY LE RIBAULT","Cosson",,,,,"S","430450",,,,,,"K4790000",,,,,,,"06/08/16 11:17:00","06/08/16 11:11:00",,,,,
397,"K6123110","MEUNET PLANCHES (HAUTEURS)","Théols",571.02,2204.139,,213,"S","430450",,,,,,"K6123110","Station hauteur mise en service le 28/11/2001, 1ère mesure de débit en 2016.
Station fortement influencée par un ouvrage en aval, en conséquence les courbes de tarage ne seront exploitables que pendant les périodes où l'ouvrage aval sera effacé",,"00","MEUNET PLANCHES","36121",14170,"05/09/19 16:31:00","12/08/17 16:45:00",10,,"K612311010","K6123110",1
399,"K0010010","RIEUTORD","LA LOIRE ",6408188,791441,,,"S","430450",,,,,,"K0010010",,"08/13/24 13:20:00","00",,,,"08/13/24 13:22:00","07/22/16 15:56:00",,,"K001872301","K0018723",
401,"K0910020","IGUERANDE ","LOIRE",,,,,"V","430450",,,,,,"K0910020",,,,,,,"09/11/17 16:49:00","09/11/17 16:49:00",,,,,
402,"K0980301","ST VINCENT DE BOISSET [J]","Rhins",736417,2114673,,460,"S","117210",,,,,,"K0980301",,,"00",,,,"03/14/25 12:33:00","10/13/17 08:54:00",,,,,
403,"K1353010","BLANZY","Bourbince",757491,2190857,,146,"S","117210",,,,,,"K1353010",,,"00",,,,"10/13/17 16:14:00","10/13/17 16:14:00",,,"K135301001","K1353010",1
404,"K1954010","POISEUX [POISSON]","Nièvre",669520,2237580,,224,"S","117210",,,,,,"K1954010",,,"00",,,,"10/13/17 16:17:00","10/13/17 16:17:00",,,"K195401001","K1954010",1
409,"K6123120","MEUNET-PLANCHES - STATION DEBITMETRIQUE","Théols",571.02,2204.139,,213,"S","430450",,,,,,"K6123120","Station débit mise en service le 03/10/2017, équipée d'un capteur IQ+ (SONTEK)","11/10/17 14:56:00","10","MEUNET PLANCHES","36121",14170,"07/13/23 14:31:00","06/08/16 11:14:00",,,"K612311011","K6123110",1
410,"K4843020","COULANGES(MOULIN JOUAN)","Cisse",517.1180000000001,2283.584,,515,"S","430450",1.51,0.335,,,,"K4843020","Cette station est placée à l'amont du pont au lieu-dit""Moulin Jouan"" en remplacement de celle qui était à l'aval du pont depuis l'aménagement d'un contrôle en IPN le 09/11/2017
le ""0"" de l'échelle est 20cm sous celui de l'ancienne échelle aval
20/08/2019: Nivellement de la cote débit nul : 0.07m

Mise à jour débits caractéristiques le 23/04/2025.
",,"00","COULANGES","41064",,"04/23/25 09:38:00","12/08/17 15:08:00",85,65,"K484000102","K4840001",1
411,"K7202620","ARDENTES (DÉBITS)","Indre",561.341,2193.637,,697,"S","430450",,,,,,"K7202620","Station débit mise en service le 16/11/2017, équipée d'un capteur IQ+ (SONTEK)",,"10","ARDENTES","36005",15517,"05/09/19 16:29:00","12/11/17 11:07:00",,,"K720261002","K7202610",1
412,"K0543020","APINAC","ANDRABLE ",,,,,"S","430450",,,,,,"K0543020",,,"00",,,,"01/13/22 08:42:00","07/22/16 09:47:00",,,"K054301201","K0543012",
413,"K4730000","LA FERTÉ ST AUBIN","le Cosson",569389,2302974,,221,"S","430450",,,,,,"LA CANNE","Mise à jour débits caractéristiques le 23/04/2025.
",,"10",,,,"04/23/25 09:25:00","03/12/18 15:55:00",,,"K473000101","K4730001",1
414,"K0340010","VOREY (CHAMBON DE VOREY)","LA LOIRE",,,,,"S","430450",,,,,,"K0340010",,,,,,51989,"05/15/24 14:30:00","01/06/17 14:40:00",,,"K034000101","K0340001",
415,"K6102420","ST BAUDEL [HS]","Arnon",587219,2205495,,,"S","430450",,,,,,"LES GOURS",,,"00","LOYE SUR ARNON","18130",,"04/02/25 17:36:00","09/07/18 16:12:00",,,"K610242001","K6102420",1
416,"K0760330","PONCINS (PRÉCIVET)","Le Vizezy",740327,2080139,,181,"S","430450",,,,,,"K0760330 ","La station présente les particularités suivantes:

1-Une instabilité hydraulique en raison  d'une capacité de remobilisation importante de son lit mineur très sableux sur tout le tronçon.

2- En cas de crue , le debit à Precivet se fait  d'abord par l' accroissement de la hauteur d'eau en non par la vitesse d'écoulement qui ""plafonne"".Cette observation a été faite lors jaugeage astreinte crue decembre 2021 sur station et pont amont confluence avec le Lignon.La différence altimétrique zéro Echelle Précivet et Poncins est de l'ordre de 11.40m permet exclure effet confluence ou influence aval  avec Poncins.En revanche sur tronçon station on a un fort méandrement et un lit majeur très en combré pouvant faire un frein à l'écoulement.

3-Lors etiage 2022 et ceux dés juin 2022 le vizezy a connu des variations de débits qui ne sont pas compatibles avec pluie de bassin.Influence extérieur probable en particulier canal Forez traversant cette zone humide ou on a des cultures avec irrigation et lacs stockage. La statistique d'étiage sur cette station est sans signification hydrologique.Cela a pour conséquence de comprommettre aussi la statistique d'étiage de Poncins Bourg en particulier sur des années historiquement sèches comme 2022.",,"00","PONCINS","42174",34400,"06/19/24 11:02:00","09/07/18 14:53:00",,,"K076331201","K0763312",
418,"K4190020","AUTRY-LE-CHATEL","LA NOTREURE",669173,6722711,,85,"S","430450",,,,,,"K4190002","1er jaugeage le 27/11/2018",,"00","AUTRY-LE-CHATEL","45016",,"01/25/19 14:53:00","12/17/18 15:29:00",,,"K419000201","K4190002",1
419,"K5730010","VOUZERON","LE BARANGEON",641469,6684348,,,"S","430450",,,,,,"K5730010","1er jaugeage le 08/03/2017","01/23/19 15:24:00","00","VOUZERON","18290",16618,"10/01/20 13:34:00","01/21/19 10:16:00",,,"K573000101","K5730001",1
420,"K1540030","VARENNES SUR TECHE","LA TECHE",747261,6581180,,51,"S","430450",,,,,,"K1540030","1er jaugeage le 04/ 09/ 2018",,"00","VARENNES SUR TECHE","45016",,"01/22/19 16:30:00","01/21/19 10:42:00",,,"K154000301","K1540003",1
422,"K6173120","SAINTE-LIZAIGNE [HAUTEURS]","La Théols",626.086,6656.632,,782,"S","430450",,,,,,"K6173120","Cette station est située sur la commune de STE LIZAIGNE au lieu-dit . Pont RD34


","12/23/15 11:40:00","00",,,,"05/09/19 17:28:00",,,,"K617313002","K6173130",1
423,"K7522630","MONTS (HAUTEURS)","INDRE",520.706,6689.13,,,"S","430450",16.6,2.45,101,160,199,"K7522630","Mise à jour des débits caractéristiques le 17/04/2025","05/07/02 00:00:00","00",,,4426,"04/18/25 07:54:00",,,,"K752262011","K7522620",1
424,"K0580010","UNIEUX [LE PERTUISET]","L'ONDAINE",797940,6479572,,,"S","430450",,,,,,"K0580010","coordonnées en lambert 93",,"00",,,,"07/09/20 18:43:00","08/09/19 12:05:00",,,"K058000101","K0580001",
425,"K1370030","OUDRY","Oudrache",,,,,"S","430450",,,,,,"OUDRY",,,"00",,,,"02/12/21 09:29:00","11/05/19 15:37:00",,,"K137000301","K1370003",1
426,"K1130020","MORNAY","Arconce",,,,,"S","430450",,,,,,"K1130020",,,"00",,,,"02/09/21 07:54:00","11/05/19 15:39:00",,,"K113000201","K1130002",1
427,"K4300010","CHÂTEAUNEUF-SUR-LOIRE [HS]","Loire",,,,36418,"S","430450",,,,,,"K4300010","Station Hauteur seule mais présence de jaugeages ponctuels ou d'estimation de débits en fonction de jaugeage de Giens-Aval",,"00",,,10262,"04/17/25 17:22:00","01/07/20 07:45:00",,,"K430001010","K4300010",1
428,"K4670010","CELLETTES-CLÉNORD","Beuvron",581.173,6715.871,,1102,"S","430450",5.89,0.318,,,,"K4670010","07/01/2020 - 1ère mesure de débit avec repère au tablier du pont
04/03/2020 - Vu avec un riverain la cote maxi observée lors de crue en Juin 2016. La cote maxi observée et notée sur un papier était de 2.90m le 03/06/2016. Des cotes sur les jours précédents et suivants ont été notées sur la carnet de jaugeage du 04/03/2020
09/07/2020 - Nivellement du repère palplanche dans la passe centrale- il est à la cote -0.49m du ""0"" de l'échelle
Le 12/10/2021  Instalation de la station (échelle, lns et IQ+)

Mise à jour débits caractéristiques le 23/04/2025.
",,"00","CELLETTES","41031",,"04/23/25 09:21:00","01/10/20 09:03:00",80,,"K467000101","K4670001",1
429,"K0433030","LA CHAPELETTE","LIGNON DU VELAY",,,,,"S","430450",,,,,,"K0433030","Loi de seuil (déversement du seuil à 1800)",,"00",,,,"01/03/20 16:34:00","01/03/20 16:34:00",,,,,
430,"K7226510","SAINT GENOU (L'AUNEAU)","Cité",527.273,2215.534,,99.080002,"S","430450",,,,,,"K7226510","station crée dans la phyc le 20/01/2020 et dans Hydro II le 20/02/2020",,"00","SAINT GENOU","36194",,"02/20/20 16:06:00","01/20/20 16:34:00",,,"K722261201","K7222612",1
431,"K5440020","FAVERDINES","La Loubiéres",,,,,"S","430450",,,,,,"FAVERDINES","17/04/2025 La mise à jour Débits caractéristiques n'a pu être effectuée. Pas de statistiques sur hydroportail.",,"10",,,,"04/17/25 10:00:00","02/12/20 16:47:00",,,"K544000201","K5440002",1
432,"K6520020","DUN-LE-POËLIER","Fouzon",555.971,2245.135,,257,"S","430450",,,,,,"K6520020","1ère mesure de débit le 19/02/2020
En attente d'être appareillé",,"00","DUN-LE-POËLIER","36068",,"02/20/20 16:17:00","02/20/20 16:17:00",,,"K652000201","K6520002",1
433,"K6580010","POULAINES [BARZELLE]","Nahon",544.2569999999999,2242.245,,285,"S","430450",,,,,,"K6580010","1ère mesure de débit le 19/02/2020
Mise en service le 14/04/2021 12:00",,"00","POULAINES","36162",,"04/15/21 11:32:00","02/20/20 16:20:00",170,,"K658000101","K6580001",1
434,"K4180040","GIEN - NOUVEAU PONT","Loire",,,,35500,"S","430450",323,58,1510,2050,2410,"K4180040","Mise à jour débits caractéristiques le 23/04/2025.
","03/04/21 12:00:00","00",,,,"04/23/25 07:57:00","12/15/20 13:55:00",,,"K418001022","K4180010",1
435,"K5480920","SAINT-FLORENT-SUR-CHER","Cher",,,,,"S","430450",,,,,,"K5480920",,,,,,,"02/05/21 10:17:00","02/05/21 10:16:00",,,"K548092010","K5480920",1
436,"K2316210","AUBAZAT","CRONCE",686632,2016.32,,130,"S","118631",1.21,0.08699999999999999,11.4,17.5,21.6,"K2316210","MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","07/05/04 00:00:00","00",,,48300,"04/08/25 10:36:00",,,,"K231621001","K2316210",1
437,"K2714010","BEAUREGARD ANCIENNE [HS]","JAURON",673120,2091050,,124,"S","118631",0.741,0.061,16,26,33,"K2714010","K271401001 K271 4010 01 - Le Jauron à Beauregard-l'Évêque [Saint-Aventin] - Ancienne 1967-2024
Mise hors service le 11/07/2024 à 08:00, remplacée par la station K271 4010 02 - Le Jauron à Beauregard-l'Évêque [Saint-Aventin] - Amont pont -","07/05/04 00:00:00","00","BEAUREGARD L EVEQUE","034",30500,"02/28/25 10:15:00",,,,"K271401001","K2714010",1
438,"K2534010","BOUSSELORGUES","ARCUEIL",666550,2027.21,,108,"S","118631",0.966,0.025,10,15.8,19.6,"K2534010","MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","06/08/05 00:00:00","00",,,54500,"04/08/25 10:42:00",,,,"K253401001","K2534010",1
439,"K2283110","CHANTEUGES","DESGES",694242,2008684,,139,"S","118631",1.66,0.255,12.1,19.5,24.5,"K2283110","Code station Hydro3 (PhyC)
K2283110 01 Station fermée : La Cambuse - Amont Pont SNCF 01/06/1966 -> 14/04/1992
K2283110 02 Station active : Bourg de Chanteuges 14/04/1992 -> 

Changement échelle limni le 11/10/2016 9:30 (zéro échelle +10cm/ à l’ancienne échelle) 
MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","03/21/17 10:03:00","00",,,,"04/08/25 10:49:00",,,,"K228311002","K2283110",1
440,"K2365510","COUTEUGES [HS]","LIDENNE",691740,2023180,,46.200001,"S","118631",0.227,0.014,6.2,9.9,12,"K2365510","Fermeture station le 08/07/2018 suite à travaux pont scnf. ","07/05/04 00:00:00","00",,,,"02/28/25 11:49:00",,,,"K236551001","K2365510",
441,"K2644010","MANGLIEU","AILLOUX",678500,2068.63,,73.199997,"S","118631",0.595,0.043,10.5,18.2,23.3,"K2644010","mis à jour le 08/03/2025","07/05/04 00:00:00","00",,,43700,"04/08/25 10:48:00",,,,"K264401001","K2644010",1
442,"K2544010","MASSIAC [HS]","ALLAGNONETTE",667590,2028.36,,66.199997,"S","118631",0.5679999999999999,0.008999999999999999,7.2,12,14,"K2544010","Fermeture au 01/01/2020 suite à l'Audit SCHAPI. ","08/29/05 00:00:00","00",,,54900,"02/28/25 09:51:00",,,,"K254401001","K2544010",1
443,"K2266210","VISSAC - PONT CD590 [HS]","FIOULE",,,,,"S","118631",0.207,,,,,"K2266210","Mise hors service le 01/07/2010 00:00","02/17/25 17:33:00","00",,,75000,"02/28/25 11:14:00",,,,"K226621001","K2266210",1
444,"K2383110","DOMEYRAT","DOULON",692230,2028600,,138,"S","118631",1.1,0.107,13.8,22.9,29,"K2383110","INSTALLE 07/2000

MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","07/05/04 00:00:00","00",,,49100,"04/08/25 10:53:00",,,,"K238311001","K2383110",1
445,"K2623010","MADRIAT","COUZE D ARDES",666.721,2048.214,987.4,117,"S","118631",1.38,0.142,17,29.1,37.1,"K2623010","144466  Hydrosens   26-07-2000
Opale  le 11-02-04
Mise en place nlle echelle 05-01-2004
mis à jour le 08/03/2025","07/05/04 00:00:00","00",,,46600,"04/08/25 10:36:00",,,,"K262301001","K2623010",1
446,"K2514010","JOURSAC - PONT DU VERNET ","ALLANCHE",650980,2015520,,99,"S","118631",2.82,0.508,22.7,33.8,41.2,"K2514010","MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","08/29/05 00:00:00","00",,,74600,"04/08/25 11:01:00",,,,"K251401001","K2514010",1
447,"K2514020","ALLANCHE","ALLANCHE",646900,2025600,,63.700001,"S","118631",1.35,0.2,13.8,20.3,24.6,"K2514020","03/02/2016 Integration à toutes les CT de l'extrapolation au-delà de 150 cm d'après l'étude du Cerema - Labo de Blois (2014) par modélisation hydraulique (Hec Ras) - JNA/JPF

MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025
","07/05/04 00:00:00","00",,,96000,"04/08/25 10:30:00",,,,"K251402001","K2514020",1
448,"K2674040","CHAMBON AVAL LAC","COUZE CHAMBON",644650,2063390,,36,"S","118631",1.21,0.341,7.25,10.7,13,"K2674040","Code station HYDRO3 (PhyC)
K267404001 Station fermée = Passerelle 01/01/1992->22/09/2009
K267404002 Station active = Pont accès camping 22/09/2009->
mis à jour le 08/03/2025","09/06/16 12:25:00","00",,,,"04/08/25 10:59:00",,,,"K267404002","K2674040",1
449,"P0304010","SEGUR LES VILLAS [LA CARRIERE]","SANTOIRE",638471,2021509,,58,"S","118631",2.22,0.13,30,46,57,"P0304010",,"07/05/04 00:00:00","00",,,102300,"07/16/18 10:25:00",,,,"P030401001","P0304010",1
451,"P1744010","AURILLAC - PASSERELLE RIOTTE","JORDANNE",,,,105,"S","118631",4.35,0.22,52,70,82,"P1744010","P1744010 01 Ladoux = fermée 01/10/1970 00:00 -> 28/11/1985 00:00
P1744010 02 Claire Vivre = fermée :  26/11/1992 00:00 -> 02/04/1999 00:00
P1744010 03 Passerelle Paul Riotte 19/09/2001 10:50 -> ","06/08/05 00:00:00","00",,,62000,"02/28/25 11:00:00",,,,"P174401003","P1744010",1
452,"K2593010","LEMPDES [HS]","ALLAGNON",672570,2043260,,984,"S","118631",11.7,1.3,110,160,190,"K2593010","10/02/2025 13:40 Fermeture au profit de la station Lempdes passerelle + Béal ","03/14/16 14:55:00","00",,,,"02/27/25 16:35:00",,,,"K259301001","K2593010",1
453,"K2654010","ST FLORET","COUZE PAVIN",660140,2061410,,216,"S","118631",4.48,0.847,34,47,55.5,"COUZE PAVI","mis à jour le 08/03/2025",,"00",,,,"04/08/25 10:52:00",,,,"K265401001","K2654010",1
454,"K2871910","ST GERVAIS SOUS MEYMONT [GIROUX-DORE]","DORE",697980,2077880,,800,"S","118631",10.9,1.2,81,110,130,"GIROUXDORE",,,"00","ST GERVAIS SOUS MEYMONT",,,"02/28/25 11:57:00",,,,"K287191001","K2871910",1
455,"K3222010","PONTGIBAUD","SIOULE",639380,2092790,,353,"S","118631",6.03,1.19,47.5,69.40000000000001,84,"K3222010","débits caractéristiques modifiés le 07/04/25","01/24/08 15:05:00","00",,,,"04/07/25 13:36:00",,,,"K322201001","K3222010",1
456,"K3373010","CHAREIL-CINTRAT","BOUBLE",668660,2140650,,555,"S","118631",3.66,0.08500000000000001,69.8,116,146,"K3373010","débits caractéristiques modifiés le 07/04/25","01/29/08 16:02:00","00",,,,"04/07/25 13:44:00",,,,"K337301001","K3373010",1
457,"K3382010","ST POURCAIN","SIOULE",673.9400000000001,2145.91,,2460,"S","118631",21.7,3.05,152,242,301,"K3382010","Mise en service retenue de BESSERVE = novembre 1968
Code hydro3
K3382010 01 Sioule à St Pourçain (station active) 04/07/1985 ->
K3382010 02 Sioule à St Pourçain [La Moutte] fermée (ancienne station hydro2 K3382005) 07/07/1966 -> 05/07/1985
K3382010 03 sioule à St Pourçain [Auberge des Aubrelles] 04/03/2021
débits caractéristiques modifiés le 07/04/25
","01/24/08 15:30:00","00","SAINT POURÇAIN",,23274,"04/07/25 13:47:00",,,,"K338201001","K3382010",1
458,"P0010010","ST SAUVES","DORDOGNE",627294,2067110,,87,"S","118631",3.56,0.96,35,50,60,"P0010010",,"07/05/04 00:00:00","00",,,78000,"02/28/25 10:50:00",,,,"P001001001","P0010010",1
459,"P0115010","LA TOUR  D AUVERGNE","BURANDE",628180,2058880,,20.4,"S","118631",0.9360000000000001,0.22,14,20,23,"P0115010",,"07/05/04 00:00:00","00",,,90500,"02/28/25 11:58:00",,,,"P011501001","P0115010",1
460,"P0272510","CONDAT","RHUE",633380.8,2037683.9,,187,"S","118631",5.61,0.64,75,110,130,"P0272510","P027251001 station Echelle rive droite du   / /   au 31/10/2017 16:40
P027251002 station Echelle rive gauche à partir du 31/10/2017 16:40","07/05/04 00:00:00","00",,,70600,"02/28/25 12:02:00",,,,"P027251002","P0272510",1
461,"P0885010","BASSIGNAC [VENDES]","MARS",604170,2032955,,117,"S","118631",3.7,0.22,52,74,88,"P0885010",,"08/29/05 00:00:00","00",,,36600,"07/16/18 10:57:00",,,,"P088501001","P0885010",1
462,"P1712910","COMBLAT LE CHATEAU","CERE",621950,1996100,,88,"S","118631",4.09,0.3,62,83,96,"P1712910",,"06/08/05 00:00:00","00",,,65000,"09/01/16 15:52:00",,,,"P171291001","P1712910",1
463,"P1422510","ST EULALIE","MARONNE",602880,2012730,,112,"S","118631",4.11,0.26,50,72,87,"P1422510",,"06/08/05 00:00:00","00",,,59500,"10/05/16 10:48:00",,,,"P142251001","P1422510",1
464,"P0212510","EGLISENEUVE D ENTRAIGUES","RHUE",638570,2045521,,40,"S","118631",1.62,0.22,19,26,31,"P0212510",,"07/05/04 00:00:00","00",,,94000,"02/28/25 11:59:00",,,,"P021251001","P0212510",1
465,"P0804010","CHEYRANGE [HS]","SUMENE",619240,2036000,,53,"S","118631",1.72,0.25,19,26,32,"P0804010","P080 4010 01 - La Sumène à Saint-Étienne-de-Chomeil [Cheyrange]
Mise hors service le 04/05/2001 00:00","05/18/00 00:00:00","00",,,,"02/28/25 10:54:00",,,,"P080401001","P0804010",1
466,"K2674030","CHAMBON AMONT LAC [HS]","COUZE CHAMBON",646330,2063590,,31.5,"S","118631",1.17,0.311,13.4,21,26,"K2674030","Mise hors service en 2025
mis à jour le 08/03/2025","08/08/05 00:00:00","00",,,,"04/08/25 11:01:00",,,,"K267403001","K2674030",1
467,"K2724210","CLERMONT - CROUEL","ARTIERE",662750,2086720,,43,"S","118631",0.244,0.068,4.8,5.6,6.2,"K2724010",,"08/25/99 00:00:00","00","CLERMONT-FERRAND",,,"02/28/25 12:00:00",,,,"K272421001","K2724210",1
468,"K2724220","AULNAT [HS]","ARTIERE",665100,2088750,,61,"S","118631",1.18,0.52,26,32,35,"K2724220","Station hauteur seule depuis le 01/01/2014 (impossibilité de ternir une courbe de tarage correcte)
Mise hors service le 01/01/2015 00:00. ","06/08/05 00:00:00","00",,,,"02/28/25 12:04:00",,,,"K272422001","K2724220",1
469,"K2753010","MONTCEL","MORGE",655785,2114057.4,,117,"S","118631",0.975,0.066,8.460000000000001,13.9,17.5,"K2753010","K275301001 station aval pont en service jusqu'au 24/11/2017 14:00
K275301002 station amont pont mise en service le 24/11/2017 14:00
débits caractéristiques modifiés le 07/04/25","06/19/98 00:00:00","00",,,,"04/07/25 11:43:00",,,,"K275301002","K2753010",1
470,"K2756110","ST HILAIRE - MOULIN JOSSE [HS]","SEP",653825.1,2114500,,27,"S","118631",0.165,0.006,2,3.41,4.34,"K2756110","Mise hors service en 2025
débits caractéristiques modifiés le 07/04/25","06/08/05 00:00:00","00",,,,"04/07/25 12:05:00",,,,"K275611001","K2756110",1
471,"K2774010","BEAUNIT [HS]","AMBENE",649500,2100200,,7.5999999,"S","118631",0.082,0.01,0.76,1.1,1.3,"K2774010","COMMUNE DE CHARBONNIERE LES VARENNE
06/11/2018 00:00 Arrêtée suite à audit station Schapi (section devenue instable suite à l’aménagement d'abreuvoir à bovins)","12/11/01 00:00:00","00",,,,"02/28/25 10:28:00",,,,"K277401001","K2774010",
472,"K2778010","ST GENES L ENFANT","Le Saint Genes",656700,2097800,,0,"S","118631",0.124,0.029,0.317,0.51,0.637,"K2778010","débits caractéristiques modifiés le 07/04/25","06/08/05 00:00:00","00",,,,"04/07/25 12:04:00",,,,"K277801002","K2778010",1
473,"K2783010","MARINGUES - COTE ROUGE ","MORGE",675860,2101530,,713,"S","118631",4,1.1,28,38,45,"K2783010",,,"00",,,,"02/28/25 11:10:00",,,,"K278301001","K2783010",1
474,"K2784510","MARINGUES [HS]","ANDOUX",676700,2102900,,60,"S","118631",,,,,,"K2784510","Mise hors service le 01/09/1986 00:00","06/08/05 00:00:00","00",,,,"02/28/25 10:36:00",,,,"K278451001","K2784510",
475,"K3053100","FERRIERES SUR SICHON","SICHON",701350,2114560.1,,27,"S","118631",0.5659999999999999,0.067,7.7,11,13,"K3053100",,"01/28/08 14:48:00","00",,,,"07/04/18 11:01:00",,,,"K305310001","K3053100",1
476,"K3074010","CUSSET","JOLAN",686295.3,2126934.8,,56,"S","118631",0.621,0.008999999999999999,9.5,15,18,"K3074010",,"01/28/08 15:18:00","00",,,,"08/18/17 09:11:00",,,,"K307401001","K3074010",1
477,"K3153010","LORIGES  D1","ANDELOT",677320,2141600,,210,"S","118631",0.918,0.16,8.67,13.1,16.1,"K3153010","débits caractéristiques modifiés le 07/04/25","01/28/08 16:34:00","00",,,,"04/07/25 13:28:00",,,,"K315301001","K3153010",1
478,"K3264010","PONTAUMUR","SAUNADE",626240,2096860,,112,"S","118631",1.17,0.08500000000000001,9.99,13.7,16.2,"K3264010","K326401001: Station ""canal"" sous le pont, en service jusqu'au 20/09/2017 00:00
K326401002: Station en aval du pont rive gauche, sur le mur de soutènement, mise en service le 20/09/2017 00:00
débits caractéristiques modifiés le 07/04/25","01/28/08 17:08:00","00",,,,"04/07/25 13:38:00",,,,"K326401002","K3264010",1
479,"K3533010","VIEUX CHEVAL [HS]","BURGE",661250.1,2181520,,71.800003,"S","118631",0.412,0.023,13,19,23,"K3533010","Mise hors service le 14/11/2018 00:01 ","01/29/08 15:56:00","00",,,,"02/27/25 17:44:00",,,,"K353301001","K3533010",
480,"K3603010","POUZY MESANGY RD1 ANCIENNE [HS]","BIEUDRE",651170,2189910,,143,"S","118631",0.86,0.038,25,37,45,"K3603010",,"01/29/08 15:41:00","00",,,,"02/28/25 09:22:00",,,,"K360301001","K3603010",1
481,"K3206010","CEYSSAT","Le ruisseau de Ceyssat",643359.9,2084716.3,,10.3,"S","118631",0.243,0.149,0.385,0.516,0.602,"K3206010","Code station HYDRO3 (PhyC)
K3206010 01 Moulin = fermée : 01/03/1971 -> 30/05/2012 
K3206010 02 Amont pont = 30/05/2012  ->   
débits caractéristiques modifiés le 07/04/25","01/28/08 16:59:00","00",,,,"04/07/25 13:30:00",,,,"K320601002","K3206010",1
482,"K3374710","FOURILLES [HS]","BOUBLON LAGEES",666500,2138550,,71.400002,"S","118631",0.271,0.012,5.65,10,12.9,"K3374710","07/02/2025 14:00 Fermeture station suite à l'audit SCHAPI.
débits caractéristiques modifiés le 07/04/25","01/28/08 16:40:00","00",,,,"04/07/25 13:45:00",,,,"K337471001","K3374710",1
484,"P1834010","YTRAC - PONT LE VERT","AUTHRE",599170,1990870,993.9299999999999,143,"S","118631",3.05,0.23,36,49,57,"P1834010",,"08/29/05 00:00:00","00",,,54400,"02/28/25 11:03:00",,,,"P183401001","P1834010",1
485,"P0555010","RIOM ES MONTAGNE","VERONNE",625747,2031869,996.0599999999999,44,"S","118631",1.27,0.07099999999999999,17,23,28,"P0555010",,"01/29/16 11:42:00","00",,,83700,"03/28/19 14:52:00",,,,"P055501001","P0555010",1
486,"K2698210","LA ROCHE BLANCHE","AUZON",660.965,2077.63,989.09,85,"S","118631",0.241,0.11,1.8,3,3.8,"K2698210",,"07/05/04 00:00:00","00","LA ROCHE BLANCHE",,41500,"02/28/25 11:55:00",,,,"K269821001","K2698210",1
